iter	Logloss
411	0.5195318057
412	0.5195296408
413	0.5195301428
414	0.5195301428
415	0.5195308657
416	0.5195280232
417	0.5195281559
418	0.5195265037
419	0.5195271573
420	0.519525764
421	0.519525334
422	0.5195255655
423	0.5195242688
424	0.5195241703
425	0.5195227966
426	0.5195227223
427	0.5195222721
428	0.5195224983
429	0.5195221923
430	0.5195226874
431	0.5195227624
432	0.5195229966
433	0.5195228226
434	0.5195209629
435	0.519519693
436	0.5195221419
437	0.5195180584
438	0.5195180584
439	0.5195180584
440	0.5195180584
441	0.5195180584
442	0.5195180584
443	0.5195180584
444	0.5195180584
445	0.5195180584
446	0.5195180584
447	0.5195180584
448	0.5195180584
449	0.519519229
450	0.5195200444
451	0.5195180853
452	0.5195175529
453	0.5195175529
454	0.5195173783
455	0.5195173183
456	0.5195173183
457	0.5195173183
458	0.5195171492
459	0.5195171492
460	0.5200117042
461	0.5200115342
462	0.5200111414
463	0.5200111414
464	0.5200111515
465	0.5200109157
466	0.5200112986
467	0.5200112879
468	0.5200114862
469	0.5200116139
470	0.5200105766
471	0.5200097265
472	0.5200103583
473	0.5200105501
474	0.5200100373
475	0.5200107804
476	0.5200108073
477	0.5200094357
478	0.5200096708
479	0.5200088269
480	0.520009206
481	0.5200089391
482	0.520007729
483	0.5200094568
484	0.5200089735
485	0.5200079439
486	0.5200074647
487	0.5200084914
488	0.5200085288
489	0.5200086766
490	0.5200083572
491	0.5200093398
492	0.5200082181
493	0.5200078991
494	0.5200075846
495	0.5200077383
496	0.5200072166
497	0.5200069457
498	0.5200076684
499	0.5200077847
500	0.520008224
501	0.5200081155
502	0.520008223
503	0.5200074955
504	0.5200064161
505	0.5200064845
506	0.520006655
507	0.520006655
508	0.5200069498
509	0.5200073309
510	0.5200076255
511	0.5200073234
512	0.5200071584
513	0.520005877
514	0.520006566
515	0.5200065756
516	0.5200059823
517	0.5200059823
518	0.5200065672
519	0.5200060825
520	0.5200053735
521	0.5200057633
522	0.5200057633
523	0.5200057633
524	0.5200057633
525	0.5200056911
526	0.5200055289
527	0.5200068479
528	0.5200056297
529	0.5200064979
530	0.5200059124
531	0.5200068488
532	0.5200066048
533	0.5200065969
534	0.5200055228
535	0.5200055228
536	0.5200054822
537	0.5200054822
538	0.520006626
539	0.5200061955
540	0.5200065489
541	0.5200052662
542	0.5200056232
543	0.5200056232
544	0.5200061326
545	0.5200056629
546	0.520006404
547	0.5200057379
548	0.5200059465
549	0.5200059465
550	0.5200054279
551	0.5200063433
552	0.520005601
553	0.5200064003
554	0.5200048009
555	0.5200048009
556	0.5200049467
557	0.5200063307
558	0.5200051207
559	0.5200056223
560	0.5200056613
561	0.520005465
562	0.5200053613
563	0.5200062086
564	0.5200055936
565	0.5200051337
566	0.5200050634
567	0.5200051286
568	0.5200044233
569	0.5200049783
570	0.5200046587
571	0.5200046149
572	0.5200035326
573	0.5200033652
574	0.5200040703
575	0.5200034021
576	0.5200044272
577	0.5200051362
578	0.520005034
579	0.5200030319
580	0.5200033784
581	0.5200035702
582	0.5200031827
583	0.5200032453
584	0.5200029186
585	0.5200032428
586	0.5200039032
587	0.5200033707
588	0.520004329
589	0.5200032161
590	0.5200044747
591	0.520003005
592	0.5200033994
593	0.5200030787
594	0.5200030933
595	0.5200033826
596	0.5200036979
597	0.520003491
598	0.520003063
599	0.5200040559
600	0.5200039316
601	0.5200049089
602	0.5200037342
603	0.5200021978
604	0.5200021978
605	0.5200021978
606	0.5200021978
607	0.5200021978
608	0.5200021978
609	0.5200021978
610	0.5200030383
611	0.5200030383
612	0.5200036342
613	0.5200044733
614	0.5200026181
615	0.5200026181
616	0.5200026181
617	0.5200021748
618	0.5200021748
619	0.5200021748
620	0.5200021748
621	0.5200021965
622	0.5200021965
623	0.5200021965
624	0.5200021965
625	0.5200021965
626	0.5200021965
627	0.5200019015
628	0.5200018198
629	0.5200018198
630	0.5200019331
631	0.5200019331
632	0.5200019331
633	0.5200019331
634	0.5200019331
635	0.5200019331
636	0.5200019331
637	0.5200019331
638	0.5200019331
639	0.5200019331
640	0.5200019834
641	0.5200019834
642	0.5200016683
643	0.5200016683
644	0.5200016683
645	0.5200024622
646	0.520002614
647	0.520003047
648	0.5200028089
649	0.5200032068
650	0.5200018811
651	0.5200033789
652	0.5200042833
653	0.5200035788
654	0.5200022472
655	0.5200036655
656	0.5200028474
657	0.520004019
658	0.5200030986
659	0.5200030986
660	0.5200029414
661	0.5200019906
662	0.5200028039
663	0.5200028742
664	0.520003049
665	0.5200025487
666	0.5200035057
667	0.5200021036
668	0.5200028353
669	0.5200036961
670	0.5200024714
671	0.5200025221
672	0.5200025221
673	0.5200025221
674	0.5200025411
675	0.5200037612
676	0.5200015168
677	0.5200015168
678	0.5200015168
679	0.5200015168
680	0.5200015168
681	0.5200015168
682	0.5200015356
683	0.5200025374
684	0.5200031822
685	0.5200020704
686	0.5200028092
687	0.5200033795
688	0.520001545
689	0.5200021262
690	0.5200022866
691	0.5200022719
692	0.520002062
693	0.5200020461
694	0.5200026571
695	0.5200020615
696	0.5200026026
697	0.5200023008
698	0.5200017722
699	0.5200019623
700	0.5200002826
701	0.5200004398
702	0.5200004398
703	0.5200012603
704	0.520001699
705	0.5200016494
706	0.5200009165
707	0.5200009228
708	0.5200009228
709	0.5200012315
710	0.520001241
711	0.5200005458
712	0.5200005803
713	0.5200005803
714	0.520001375
715	0.520001375716	0.5195056429
717	0.5195055802
718	0.5195055802
719	0.5195055141
720	0.5195055141
721	0.5195059801
722	0.519506071
723	0.5195060395
724	0.5195054239
725	0.5195054239
726	0.5195054239
727	0.5195062874
728	0.5195062874
729	0.5195063126
730	0.5195063126
731	0.5195063126
732	0.5195063219
733	0.5195063219
734	0.5195063219
735	0.5195065296
736	0.519505106
737	0.519505106
738	0.519505106
739	0.519505106
740	0.519505106
741	0.519505106
742	0.519505106
743	0.519505106
744	0.519505106
745	0.519505106
746	0.519505106
747	0.5195052864
748	0.5195052864
749	0.5195052864
750	0.5195052864
751	0.5195052864
752	0.5195052864
753	0.5195052864
754	0.5195052864
755	0.5195052864
756	0.5195052864
757	0.5195056001
758	0.5195056001
759	0.5195057037
760	0.5195057037
761	0.5195057037
762	0.5195057037
763	0.5195057037
764	0.5195057037
765	0.5195057037
766	0.5195057037
767	0.5195057037
768	0.5195057037
769	0.5195057037
770	0.5195057037
771	0.5195057037
772	0.5195064952
773	0.5195065203
774	0.5195066914
775	0.5195072914
776	0.5195072914
777	0.5195073979
778	0.5195058501
779	0.5195072234
780	0.5195073834
781	0.5195060242
782	0.5195067086
783	0.5195075486
784	0.5195066322
785	0.5195055315
786	0.5195049385
787	0.5195050633
788	0.5195059
789	0.5195055988
790	0.5195051593
791	0.5195051593
792	0.5195051593
793	0.5195051593
794	0.5195051593
795	0.5195051593
796	0.5195062399
797	0.5195065368
798	0.5195062303
799	0.5195069339
800	0.5195065325
801	0.5195066089
802	0.5195064413
803	0.5195059389
804	0.5195055341
805	0.5195057611
806	0.5195054974
807	0.5195064185
808	0.5195076811
809	0.5195050212
810	0.5195054071
811	0.5195053163
812	0.5195065843
813	0.519507013
814	0.519507208
815	0.5195057035
816	0.5195057743
817	0.5195063435
818	0.5195055251
819	0.5195061047
820	0.5195059292
821	0.5195049411
822	0.5195046019
823	0.5195053473
824	0.5195048873
825	0.5195052825
826	0.5195056438
827	0.5195050565
828	0.5195047918
829	0.5195059744
830	0.5195062724
831	0.5195043357
832	0.5195049694
833	0.5195052619
834	0.519505273
835	0.5195055839
836	0.5195053289
837	0.5195055845
838	0.5195047538
839	0.5195046405
840	0.5195046222
841	0.5195055342
842	0.5195049729
843	0.5195048007
844	0.5195044764
845	0.5195044764
846	0.5195044764
847	0.5195044764
848	0.5195044764
849	0.5195044764
850	0.5195044764
851	0.5195044764
852	0.5195044764
853	0.5195044764
854	0.5195044764
855	0.5195044764
856	0.5195044764
857	0.5195044764
858	0.5195044764
859	0.5195044764
860	0.5195044764
861	0.5195044764
862	0.5195044764
863	0.5195044764
864	0.5195044764
865	0.5195044764
866	0.5195045202
867	0.5195045202
868	0.5195045202
869	0.5195045202
870	0.5195045202
871	0.5195045202
872	0.5195045202
873	0.5195045202
874	0.5195045202
875	0.5195045202
876	0.5195045202
877	0.5195045202
878	0.5195045202
879	0.5195045202
880	0.5195045202
881	0.5195045705
882	0.5195047849
883	0.5195056342
884	0.5195055557
885	0.5195049357
886	0.5195050077
887	0.5195052681
888	0.5195070831
889	0.5195054205
890	0.5195050402
891	0.5195051656
892	0.5195052793
893	0.519505144
894	0.5195053702
895	0.519504042
896	0.5195036752
897	0.5195036752
898	0.5195036752
899	0.519504711
900	0.5195058185
901	0.5195053464
902	0.5195042499
903	0.519505521
904	0.5195048351
905	0.5195041415
906	0.5195044185
907	0.5195048029
908	0.5195044476
909	0.5195043484
910	0.519503925
911	0.5195039217
912	0.51950384
913	0.5195039154
914	0.5195058691
915	0.5195052521
916	0.5195051547
917	0.5195049318
918	0.5195049834
919	0.519506112
920	0.5195050188
921	0.5195054335
922	0.5195050462
923	0.5195045697
924	0.519504372
925	0.5195043027
926	0.5195034944
927	0.5195045966
928	0.5195045477
929	0.5195049303
930	0.5195050153
931	0.5195044441
932	0.5195042847
933	0.5195044805
934	0.5195048577
935	0.5195056771
936	0.5195051905
937	0.519504952
938	0.5195051383
939	0.5195047122
940	0.5195040433
941	0.5195044034
942	0.519503556
943	0.519503556
944	0.519503556
945	0.519503556
946	0.519503556
947	0.5195052545
948	0.5195039016
949	0.5195046593
950	0.5195050596
951	0.5195047236
952	0.5195049536
953	0.5195046949
954	0.5195060309
955	0.5195052399
956	0.5195046586
957	0.5195046586
958	0.5195048255
959	0.519505128
960	0.5195043481
961	0.5195049403
962	0.5195042461
963	0.5195042461
964	0.5195042461
965	0.5195044063
966	0.5195044063
967	0.5195045886
968	0.5195045667
969	0.5195043811
970	0.5195043374
971	0.5195042744
972	0.5195042744
973	0.5195042744
974	0.5195054282
975	0.5195046413
976	0.5195051214
977	0.5195052721
978	0.5195057521
979	0.519504648
980	0.5195047579
981	0.5195043322
982	0.5195052546
983	0.5195044363
984	0.51950481
985	0.5195033842
986	0.5195046845
987	0.5195040147
988	0.5195057365
989	0.5195046294
990	0.519504481
991	0.5195047592
992	0.5195042969
993	0.519505225
994	0.5195041171
995	0.519504399
996	0.5195051131
997	0.5195048917
998	0.5195040457
999	0.5195035768
99	0.5199989761
