Mon Mar 20 16:43:06 2023    profile_results_base.prof

         45452990 function calls (44306479 primitive calls) in 47.028 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 function_wrappers.py:70(__enter__)
        1    0.000    0.000    0.000    0.000 converter.py:171(__eq__)
        1    0.000    0.000    0.000    0.000 def_function.py:123(called_with_tracing)
        1    0.000    0.000    0.000    0.000 ops.py:4260(add_to_collection)
        4    0.000    0.000    0.000    0.000 ops.py:4592(get_name_scope)
        4    0.000    0.000    0.000    0.000 ops.py:6950(__init__)
        4    0.000    0.000    0.000    0.000 ops.py:593(<listcomp>)
        6    0.000    0.000    0.000    0.000 device_spec.py:34(_as_int_or_none)
        2    0.000    0.000    0.000    0.000 tf_stack.py:59(__exit__)
        2    0.000    0.000    0.000    0.000 context.py:1435(_initialize_physical_devices)
        1    0.000    0.000    0.000    0.000 context.py:1480(list_physical_devices)
        1    0.000    0.000    0.000    0.000 std.py:185(__format__)
        3    0.000    0.000    0.000    0.000 std.py:225(__init__)
        1    0.000    0.000    0.000    0.000 utils.py:56(__eq__)
        3    0.000    0.000    0.000    0.000 utils.py:83(wrapper_setattr)
        2    0.000    0.000    0.000    0.000 utils.py:118(disable_on_exception)
        1    0.000    0.000    0.000    0.000 utils.py:204(_is_ascii)
        2    0.000    0.000    0.000    0.000 {method 'close' of 'pandas._libs.parsers.TextReader' objects}
        1    0.000    0.000    0.000    0.000 format.py:646(_calc_max_cols_fitted)
       27    0.000    0.000    0.000    0.000 concat.py:677(_next_or_none)
        1    0.000    0.000    0.000    0.000 range.py:767(<listcomp>)
        1    0.000    0.000    0.000    0.000 base.py:4631(_getitem_slice)
        1    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(can_cast)
       10    0.000    0.000    0.000    0.000 formatters.py:359(_check_return)
        1    0.000    0.000    0.000    0.000 formatters.py:673(_singleton_printers_default)
        1    0.000    0.000    0.000    0.000 tempfile.py:492(__enter__)
        1    0.000    0.000    0.000    0.000 tempfile.py:503(close)
        4    0.000    0.000    0.000    0.000 parse.py:415(_remove_unsafe_bytes_from_url)
        3    0.000    0.000    0.000    0.000 __init__.py:212(_acquireLock)
       12    0.000    0.000    0.000    0.000 loader.py:331(__getitem__)
        8    0.000    0.000    0.000    0.000 inspect.py:228(istraceback)
        7    0.000    0.000    0.000    0.000 inspect.py:252(iscode)
       12    0.000    0.000    0.000    0.000 inspect.py:687(<genexpr>)
        4    0.000    0.000    0.000    0.000 threading.py:240(__enter__)
       11    0.000    0.000    0.000    0.000 traitlets.py:167(isidentifier)
        4    0.000    0.000    0.000    0.000 typing.py:317(__eq__)
        1    0.000    0.000    0.000    0.000 enum.py:64(__init__)
        2    0.000    0.000    0.000    0.000 sre_compile.py:423(_simple)
        2    0.000    0.000    0.000    0.000 sre_compile.py:461(_get_literal_prefix)
        2    0.000    0.000    0.000    0.000 sre_parse.py:76(__init__)
        4    0.000    0.000    0.000    0.000 sre_parse.py:111(__init__)
        3    0.000    0.000    0.000    0.000 contextlib.py:387(__init__)
        1    0.000    0.000    0.000    0.000 os.py:1079(__subclasshook__)
        6    0.000    0.000    0.000    0.000 posixpath.py:232(expanduser)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:884(__init__)
        2    0.000    0.000    0.000    0.000 codecs.py:186(__init__)
       12    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:859(__exit__)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:471(_validate_timestamp_pyc)
        4    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:35(_new_module)
        1    0.000    0.000    0.000    0.000 {method 'getvalue' of '_io.StringIO' objects}
        1    0.000    0.000    0.000    0.000 {built-in method _locale.nl_langinfo}
        2    0.000    0.000    0.000    0.000 {built-in method atexit.register}
        1    0.000    0.000    0.000    0.000 {built-in method _weakref._remove_dead_weakref}
        2    0.000    0.000    0.000    0.000 {built-in method _sre.compile}
       42    0.000    0.000    0.000    0.000 {built-in method _imp.acquire_lock}
        3    0.000    0.000    0.000    0.000 {built-in method _imp.is_frozen}
        2    0.000    0.000    0.000    0.000 {built-in method _imp._fix_co_filename}
        7    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
        3    0.000    0.000    0.000    0.000 {method 'rfind' of 'str' objects}
       16    0.000    0.000    0.000    0.000 {method 'bit_length' of 'int' objects}
        1    0.000    0.000    0.000    0.000 synchronize.py:90(_make_methods)
        1    0.000    0.000    0.000    0.000 3924107135.py:7(MockEnv)
        1    0.000    0.000    0.000    0.000 csvs.py:128(_get_index_label_flat)
        3    0.000    0.000    0.000    0.000 autocast_variable.py:574(__exit__)
       10    0.000    0.000    0.000    0.000 base_layer.py:1143(name)
        3    0.000    0.000    0.000    0.000 base_layer.py:3238(_expects_training_arg)
        2    0.000    0.000    0.000    0.000 base_layer_utils.py:535(training)
        1    0.000    0.000    0.000    0.000 distribution_strategy_context.py:57(_push_per_thread_mode)
        3    0.000    0.000    0.000    0.000 cache.py:70(_get_key)
        1    0.000    0.000    0.000    0.000 transpiler.py:247(get_transformed_name)
        1    0.000    0.000    0.000    0.000 naming.py:23(__init__)
        4    0.000    0.000    0.000    0.000 origin_info.py:158(__init__)
       20    0.000    0.000    0.000    0.000 liveness.py:43(init_state)
        2    0.000    0.000    0.000    0.000 functions.py:30(__init__)
        1    0.000    0.000    0.000    0.000 functions.py:37(_function_scope_options)
        4    0.000    0.000    0.000    0.000 return_statements.py:157(__init__)
       14    0.000    0.000    0.000    0.000 activity.py:222(__init__)
        1    0.000    0.000    0.000    0.000 call_trees.py:55(__init__)
        2    0.000    0.000    0.000    0.000 continue_statements.py:50(__init__)
        2    0.000    0.000    0.000    0.000 cfg.py:374(end_statement)
        2    0.000    0.000    0.000    0.000 cfg.py:480(enter_section)
        2    0.000    0.000    0.000    0.000 cfg.py:549(new_cond_branch)
        3    0.000    0.000    0.000    0.000 cfg.py:658(_enter_lexical_scope)
        2    0.000    0.000    0.000    0.000 unparser.py:772(_arg)
        1    0.000    0.000    0.000    0.000 transformer.py:51(__init__)
        1    0.000    0.000    0.000    0.000 parser.py:58(_unfold_continuations)
        1    0.000    0.000    0.000    0.000 converter.py:182(call_options)
        1    0.000    0.000    0.000    0.000 def_function.py:118(__init__)
        1    0.000    0.000    0.000    0.000 context.py:232(get_context)
        2    0.000    0.000    0.000    0.000 tensor_spec.py:245(_without_tensor_names)
       10    0.000    0.000    0.000    0.000 object_identity.py:77(unwrapped)
        2    0.000    0.000    0.000    0.000 traceable_stack.py:26(__init__)
        1    0.000    0.000    0.000    0.000 traceable_stack.py:65(copy_metadata)
        2    0.000    0.000    0.000    0.000 tensor_shape.py:288(assert_is_compatible_with)
        1    0.000    0.000    0.000    0.000 tensor_shape.py:1029(assert_same_rank)
       10    0.000    0.000    0.000    0.000 ops.py:3471(_set_control_flow_context)
        1    0.000    0.000    0.000    0.000 ops.py:6992(_restore_name_scope)
        1    0.000    0.000    0.000    0.000 default_types.py:521(_placeholder_value)
        1    0.000    0.000    0.000    0.000 default_types.py:589(_placeholder_value)
        6    0.000    0.000    0.000    0.000 ops.py:118(tensor_id)
        4    0.000    0.000    0.000    0.000 device_spec.py:30(_as_str_or_none)
        1    0.000    0.000    0.000    0.000 device_spec.py:315(_string_to_components)
        2    0.000    0.000    0.000    0.000 device_spec.py:369(_components_to_string)
       17    0.000    0.000    0.000    0.000 tf_decorator.py:255(decorated_target)
        1    0.000    0.000    0.000    0.000 tf_stack.py:139(get_filtered_filenames)
        2    0.000    0.000    0.000    0.000 context.py:1001(scope_name)
        1    0.000    0.000    0.000    0.000 std.py:152(__init__)
        2    0.000    0.000    0.000    0.000 std.py:1150(_comparable)
        2    0.000    0.000    0.000    0.000 utils.py:70(__getattr__)
        2    0.000    0.000    0.000    0.000 readers.py:1143(_clean_na_values)
        2    0.000    0.000    0.000    0.000 readers.py:1479(_validate_skipfooter)
        2    0.000    0.000    0.000    0.000 base_parser.py:284(_has_complex_date_col)
        2    0.000    0.000    0.000    0.000 base_parser.py:1015(_make_date_converter)
        2    0.000    0.000    0.000    0.000 base_parser.py:1060(_process_date_conversion)
        6    0.000    0.000    0.000    0.000 base_parser.py:1233(is_index_col)
        2    0.000    0.000    0.000    0.000 c_parser_wrapper.py:212(<listcomp>)
        2    0.000    0.000    0.000    0.000 c_parser_wrapper.py:303(<listcomp>)
        1    0.000    0.000    0.000    0.000 common.py:121(__exit__)
        2    0.000    0.000    0.000    0.000 common.py:162(validate_header_arg)
       10    0.000    0.000    0.000    0.000 range.py:756(<genexpr>)
        2    0.000    0.000    0.000    0.000 nanops.py:347(_na_ok_dtype)
        2    0.000    0.000    0.000    0.000 cast.py:450(ensure_dtype_can_hold_na)
        1    0.000    0.000    0.000    0.000 cast.py:645(_ensure_dtype_type)
        1    0.000    0.000    0.000    0.000 widget_float.py:41(_validate_min)
        1    0.000    0.000    0.000    0.000 zmqshell.py:68(_default_thread_local)
       12    0.000    0.000    0.000    0.000 pretty.py:305(_get_mro)
        2    0.000    0.000    0.000    0.000 tempfile.py:437(close)
        1    0.000    0.000    0.000    0.000 tempfile.py:479(func_wrapper)
        4    0.000    0.000    0.000    0.000 parse.py:101(_noop)
        3    0.000    0.000    0.000    0.000 __init__.py:221(_releaseLock)
        3    0.000    0.000    0.000    0.000 __init__.py:1600(getEffectiveLevel)
       13    0.000    0.000    0.000    0.000 traitlets.py:1335(ignore)
        4    0.000    0.000    0.000    0.000 threading.py:249(_release_save)
        1    0.000    0.000    0.000    0.000 sre_parse.py:837(_parse_flags)
        4    0.000    0.000    0.000    0.000 typing.py:660(__eq__)
        1    0.000    0.000    0.000    0.000 enum.py:340(__getattr__)
        2    0.000    0.000    0.000    0.000 sre_compile.py:492(_get_charset_prefix)
        4    0.000    0.000    0.000    0.000 sre_compile.py:595(isstring)
        9    0.000    0.000    0.000    0.000 sre_parse.py:160(__len__)
        7    0.000    0.000    0.000    0.000 posixpath.py:41(_get_sep)
        1    0.000    0.000    0.000    0.000 posixpath.py:64(isabs)
        1    0.000    0.000    0.000    0.000 posixpath.py:144(basename)
        3    0.000    0.000    0.000    0.000 codecs.py:260(__init__)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1048(exec_module)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:719(find_spec)
       12    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:855(__enter__)
        6    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:929(_sanity_check)
        2    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
        1    0.000    0.000    0.000    0.000 {method 'write' of '_io.TextIOWrapper' objects}
        1    0.000    0.000    0.000    0.000 {method 'seek' of '_io.BufferedReader' objects}
        1    0.000    0.000    0.000    0.000 {method '__enter__' of '_io._IOBase' objects}
        3    0.000    0.000    0.000    0.000 {method 'pop' of 'collections.deque' objects}
        3    0.000    0.000    0.000    0.000 {built-in method _weakref.proxy}
        8    0.000    0.000    0.000    0.000 {method 'group' of 're.Match' objects}
        4    0.000    0.000    0.000    0.000 {method 'end' of 're.Match' objects}
        1    0.000    0.000    0.000    0.000 {built-in method _imp.extension_suffixes}
        1    0.000    0.000    0.000    0.000 {built-in method _imp.is_builtin}
        1    0.000    0.000    0.000    0.000 {method 'lstrip' of 'str' objects}
        3    0.000    0.000    0.000    0.000 {method 'to_bytes' of 'int' objects}
        1    0.000    0.000    0.000    0.000 {method 'startswith' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 {built-in method tensorflow.python._pywrap_tfe.TF_IsMlirBridgeEnabled}
        1    0.000    0.000    0.000    0.000 {built-in method tensorflow.python.client._pywrap_tf_session.TF_OperationDevice}
        1    0.000    0.000    0.000    0.000 synchronize.py:159(Lock)
        1    0.000    0.000    0.000    0.000 synchronize.py:210(Condition)
        1    0.000    0.000    0.000    0.000 csvs.py:161(_initialize_chunksize)
        1    0.000    0.000    0.000    0.000 csvs.py:189(nlevels)
        2    0.000    0.000    0.000    0.000 csvs.py:106(index)
        1    0.000    0.000    0.000    0.000 csvs.py:132(_initialize_quotechar)
        1    0.000    0.000    0.000    0.000 data_adapter.py:1711(unpack_x_y_sample_weight)
        6    0.000    0.000    0.000    0.000 base_layer.py:2842(<genexpr>)
        3    0.000    0.000    0.000    0.000 layer_utils.py:678(expects_training_arg)
        3    0.000    0.000    0.000    0.000 layer_utils.py:687(expects_mask_arg)
        1    0.000    0.000    0.000    0.000 distribution_strategy_context.py:39(__init__)
        2    0.000    0.000    0.000    0.000 distribute_lib.py:2119(_container_strategy)
        1    0.000    0.000    0.000    0.000 function_wrappers.py:87(ret)
       10    0.000    0.000    0.000    0.000 reaching_fndefs.py:54(__ne__)
        1    0.000    0.000    0.000    0.000 return_statements.py:66(visit_Return)
        2    0.000    0.000    0.000    0.000 call_trees.py:66(add_arg)
        1    0.000    0.000    0.000    0.000 continue_statements.py:27(__init__)
        1    0.000    0.000    0.000    0.000 directives.py:46(__init__)
