label,precision,recall,f_score,true_sum,learning_rate,epoch,threshold
0,0.9758475515178373,1.0,0.9877761579006392,35232.0,1e-05,16,0.9
1,1.0,0.0,0.0,872.0,1e-05,16,0.9
0,0.9809571169484584,0.9518335603996367,0.9661759197902562,35232.0,1e-05,17,0.1
1,0.11522419186652763,0.25344036697247707,0.15842293906810034,872.0,1e-05,17,0.1
0,0.9758475515178373,1.0,0.9877761579006392,35232.0,1e-05,17,0.2
1,1.0,0.0,0.0,872.0,1e-05,17,0.2
0,0.9758475515178373,1.0,0.9877761579006392,35232.0,1e-05,17,0.30000000000000004
1,1.0,0.0,0.0,872.0,1e-05,17,0.30000000000000004
0,0.9758475515178373,1.0,0.9877761579006392,35232.0,1e-05,17,0.4
1,1.0,0.0,0.0,872.0,1e-05,17,0.4
0,0.9758475515178373,1.0,0.9877761579006392,35232.0,1e-05,17,0.5
1,1.0,0.0,0.0,872.0,1e-05,17,0.5
0,0.9758475515178373,1.0,0.9877761579006392,35232.0,1e-05,17,0.6
1,1.0,0.0,0.0,872.0,1e-05,17,0.6
0,0.9758475515178373,1.0,0.9877761579006392,35232.0,1e-05,17,0.7000000000000001
1,1.0,0.0,0.0,872.0,1e-05,17,0.7000000000000001
0,0.9758475515178373,1.0,0.9877761579006392,35232.0,1e-05,17,0.8
1,1.0,0.0,0.0,872.0,1e-05,17,0.8
0,0.9758475515178373,1.0,0.9877761579006392,35232.0,1e-05,17,0.9
1,1.0,0.0,0.0,872.0,1e-05,17,0.9
0,0.9812454212454212,0.9504143960036331,0.9655838632005421,35232.0,1e-05,18,0.1
1,0.11723092470944922,0.26605504587155965,0.16274991231146965,872.0,1e-05,18,0.1
0,0.9758475515178373,1.0,0.9877761579006392,35232.0,1e-05,18,0.2
1,1.0,0.0,0.0,872.0,1e-05,18,0.2
0,0.9758475515178373,1.0,0.9877761579006392,35232.0,1e-05,18,0.30000000000000004
1,1.0,0.0,0.0,872.0,1e-05,18,0.30000000000000004
0,0.9758475515178373,1.0,0.9877761579006392,35232.0,1e-05,18,0.4
1,1.0,0.0,0.0,872.0,1e-05,18,0.4
0,0.9758475515178373,1.0,0.9877761579006392,35232.0,1e-05,18,0.5
1,1.0,0.0,0.0,872.0,1e-05,18,0.5
0,0.9758475515178373,1.0,0.9877761579006392,35232.0,1e-05,18,0.6
1,1.0,0.0,0.0,872.0,1e-05,18,0.6
0,0.9758475515178373,1.0,0.9877761579006392,35232.0,1e-05,18,0.7000000000000001
1,1.0,0.0,0.0,872.0,1e-05,18,0.7000000000000001
0,0.9758475515178373,1.0,0.9877761579006392,35232.0,1e-05,18,0.8
1,1.0,0.0,0.0,872.0,1e-05,18,0.8
0,0.9758475515178373,1.0,0.9877761579006392,35232.0,1e-05,18,0.9
1,1.0,0.0,0.0,872.0,1e-05,18,0.9
0,0.9816969269639815,0.9484275658492279,0.9647755160964342,35232.0,1e-05,19,0.1
1,0.12052274927395934,0.2855504587155963,0.16950306330837303,872.0,1e-05,19,0.1
0,0.9758475515178373,1.0,0.9877761579006392,35232.0,1e-05,19,0.2
1,1.0,0.0,0.0,872.0,1e-05,19,0.2
0,0.9758475515178373,1.0,0.9877761579006392,35232.0,1e-05,19,0.30000000000000004
1,1.0,0.0,0.0,872.0,1e-05,19,0.30000000000000004
0,0.9758475515178373,1.0,0.9877761579006392,35232.0,1e-05,19,0.4
1,1.0,0.0,0.0,872.0,1e-05,19,0.4
0,0.9758475515178373,1.0,0.9877761579006392,35232.0,1e-05,19,0.5
1,1.0,0.0,0.0,872.0,1e-05,19,0.5
0,0.9758475515178373,1.0,0.9877761579006392,35232.0,1e-05,19,0.6
1,1.0,0.0,0.0,872.0,1e-05,19,0.6
0,0.9758475515178373,1.0,0.9877761579006392,35232.0,1e-05,19,0.7000000000000001
1,1.0,0.0,0.0,872.0,1e-05,19,0.7000000000000001
