iter	Logloss
175	0.5217857787
176	0.521703808
177	0.5215527005
178	0.5214106742
179	0.5212643488
180	0.5211524436
181	0.5210335312
182	0.5209252729
183	0.5208292676
184	0.5207059903
185	0.5205673294
186	0.5201925892
187	0.5200459145
188	0.5198820548
189	0.5197746206
190	0.51961855
191	0.5194432692
192	0.5192972049
193	0.5191618157
194	0.5190399553
195	0.5189089292
196	0.5188110588
197	0.5187245282
198	0.518586393
199	0.5184644346
200	0.5183775963
201	0.5182832366
202	0.5181526364
203	0.51802192
204	0.5178815153
205	0.5177430843
206	0.5175968179
207	0.517208	0.49208	0.517209	0.4942974545
210	0.494226165
211	0.4940914159
212	0.4940016903
213	0.4938404631
214	0.4936935227
215	0.493582337
216	0.4933983579
217	0.493284408
218	0.493218	0.5163654383
219	0.5162074959
220	0.5160711656
221	0.5159183063
222	0.5157998332
223	0.515655108
224	0.5155243383
225	0.5154173542
226	0.5153170358
227	0.5151909992
228	0.5150912994
229	0.5150133809
230	0.5149021905
231	0.5147689828
232	0.5146432249
233	0.5145445171
234	0.514403204
235	0.5142782927
236	0.5141734138
237	0.5141051775
238	0.5139663857
239	0.5138288633
240	0.5137315306
241	0.5136135585
242	0.513513457
243	0.5129642281
244	0.5128918087
245	0.51246	0.490246	0.51247	0.490127874
248	0.4900452634
249	0.4899482073
250	0.4898620445
251	0.4897633994
252	0.4896825951
253	0.489624173
254	0.4895462768
255	0.4894662738
256	0.4893391811
257	0.4892131
258	0.4891273697
259	0.4890299642
260	0.4889248564
261	0.488839136
262	0.4887381987
263	0.4886629064
264	0.4885633293
265	0.4884722035
266	0.4883966309
267	0.4883078987
268	0.4882198056
269	0.4881268994
270	0.4879894638
271	0.4878507477
272	0.4877713704
273	0.4876829243
274	0.487552831
275	0.4874570208
276	0.4873913399
277	0.4872953655
278	0.4871816304
279	0.4871185046
280	0.486997472
281	0.4869114481
282	0.4868416099
283	0.4867244697
284	0.4866220291
285	0.4865459196
286	0.4864346713
287	0.4863653718
288	0.4862628921
289	0.4861960061
290	0.4861400756
291	0.486046075
292	0.4852873248
293	0.4852250939
294	0.4851014077
295	0.4850179423
296	0.4849377827
297	0.4848651828
298	0.4847793417
299	0.4846912309
300	0.4846194906
301	0.484505883
302	0.4844576387
303	0.4843727671
304	0.4843012418
305	0.4842235321
306	0.4841504435
307	0.4840587989
308	0.4839850504
309	0.4838763372
310	0.4837779646
311	0.483682219
312	0.4835895027
313	0.4835043817
314	0.4834389347
315	0.4833726705
316	0.4832877633
317	0.4831887234
318	0.4831171424
319	0.4830449074
320	0.4829573838
321	0.4829053997
322	0.4828333016
323	0.4827371767
324	0.4826650905
325	0.4825681554
326	0.4825265069
327	0.4824531107
328	0.4823486313
329	0.4822853778
330	0.4821807563
331	0.4820711932
332	0.4819748244
333	0.4819300158
334	0.4818320865
335	0.4817617093
336	0.4816920253
337	0.4816125095
338	0.4815210379
339	0.4814519013
340	0.4814055724
341	0.4813065898
342	0.4812197134
343	0.4811411604
344	0.4810689825
345	0.4809629316
346	0.4808895483
347	0.4808198701
348	0.4807547307
349	0.480673493
350	0.4805807308
351	0.4805316906
352	0.4804405832
353	0.4803686582
354	0.4802897358
355	0.4801653186
356	0.4801109998
357	0.4800447964
358	0.4799613133
359	0.4798977467
360	0.4797795302
361	0.4797094778
362	0.4795972267
363	0.4795153811
364	0.479427667
365	0.4793574142
366	0.4792732642
367	0.4791772452
368	0.4791079108
369	0.4790547932
370	0.4789644506
371	0.478889962
372	0.4787913955
373	0.4787114751
374	0.4786333406
375	0.4785674188
376	0.4784539115
377	0.4783748071
378	0.4783027131
379	0.4782308929
380	0.4781788791
381	0.4780584674
382	0.4780024432
383	0.4779315152
384	0.4778678503
385	0.4777846901
386	0.477748755
387	0.4776698579
388	0.4776119153
389	0.4775394342
390	0.4774753646
391	0.4774401565
392	0.4773550967
393	0.4772879498
394	0.4772448246
395	0.4771908748
396	0.4770752058
397	0.4769857382
398	0.4764568222
399	0.4763680412
400	0.4762636533
401	0.4761715672
402	0.4761106795
403	0.4759898626
404	0.4759170336
405	0.4758303654
406	0.4757794071
407	0.4756935782
408	0.475631925
409	0.4755652301
410	0.475514543
411	0.4754739407
412	0.475434316
413	0.4753572855
414	0.4752815086
415	0.4752203969
416	0.4751347832
417	0.4750465455
418	0.4750028863
419	0.4749569994
420	0.4748764811
421	0.4748014412
422	0.4747478036
423	0.4746804102
424	0.4746243154
425	0.4745258534
426	0.4744692692
427	0.4744166977
428	0.4743233972
429	0.4742120501
430	0.4741335798
431	0.4740661764
432	0.4739747367
433	0.4739070709
434	0.4738198875
435	0.4737290415
436	0.473689283
437	0.4736218638
438	0.4735365164
439	0.4734443912
440	0.4733847177
441	0.4732741505
442	0.4732098986
443	0.4731562044
444	0.4731162206
445	0.4730448983
446	0.4729699988
447	0.4729090399
448	0.4728088894
449	0.4727428643
450	0.4727107488
451	0.472629895
452	0.4725892446
453	0.4725308898
454	0.4725046542
455	0.4724045799
456	0.4723284006
457	0.4722626682
458	0.4722252488
459	0.4721552169
460	0.4720813434
461	0.4720236634
462	0.4719510395
463	0.4718679396
464	0.4718174611
465	0.4717387912
466	0.471684381
467	0.4716377455
468	0.4715878474
469	0.4715422383
470	0.4714844701
471	0.4714265528
472	0.4713807379
473	0.4713103334
474	0.4712397116
475	0.4711599694
476	0.4711123966
477	0.4710516444
478	0.471003661
479	0.4709262067
480	0.4708802132
481	0.4708296287
482	0.4707832783
483	0.4707268783
484	0.4706535462
485	0.4705914884
486	0.4705072119
487	0.4704011675
488	0.4703333028
489	0.4702837158
490	0.4701999137
491	0.4701322356
492	0.4700885647
493	0.4700222716
494	0.4699436458
495	0.4698914088
496	0.4698316796
497	0.4697430412
498	0.4693635241
499	0.4693216563
500	0.4692719127
501	0.4692178344
502	0.4691278023
503	0.4690733641
504	0.4689980023
505	0.4689278031
506	0.4688417524
507	0.4688051611
508	0.4687101919
509	0.4686413249
510	0.4685596734
511	0.4685042893
512	0.4684124202
513	0.4683340818
514	0.4682445488
515	0.4681943142
516	0.4680848323
517	0.4679992802
518	0.4679461282
519	0.4678951296
520	0.4678312843
521	0.4677705657
522	0.4677227775
523	0.4676202082
524	0.4675681059
525	0.4674954841
526	0.467403996
527	0.4673338461
528	0.4672682768
529	0.4672216444
530	0.4671474382
531	0.4670506821
532	0.4669664642
533	0.4669079536
534	0.4668054043
535	0.4667493421
536	0.4666793425
537	0.4666195486
538	0.4665590733
539	0.4665062368
540	0.4664468333
541	0.4663961786
542	0.4663288271
543	0.4662797616
544	0.4661965057
545	0.4661451582
546	0.4660949548	0.5333976623
549	0.5333066055
550	0.5332479381
551	0.5331677251
552	0.5331076502
553	0.533034255
554	0.5329726841
555	0.5328934212
556	0.5328267585
557	0.5327711994
558	0.5327134556
559	0.5326427333
560	0.5326057294
561	0.532541736
562	0.5324678324
563	0.5324041432
564	0.5323418773
565	0.5322798484
566	0.5322152615
567	0.5321693588
568	0.5321126027
569	0.5320240931
570	0.5319459774
571	0.5318956677
572	0.5318521734
573	0.5317694233
574	0.5317039628
575	0.5316660062
576	0.5315407487
577	0.5314562428
578	0.5314040666
579	0.5312789127
580	0.531235863
581	0.5311826255
582	0.5311196307
583	0.5310526803
584	0.5309964884
585	0.5309401238
586	0.5308661084
587	0.5307836544
588	0.5307015379
589	0.5306257973
590	0.5305459718
591	0.5304747219
592	0.5303896372
593	0.530331819
594	0.530227846
595	0.5301335903
596	0.5300071892
597	0.5299622844
598	0.529887888
599	0.5298423652
600599	0.46289880601600	0.4628119602	601	0.4627499603	0.5295399934
604	0.5294866407
605	0.5294363781
606	0.5293488125
607	0.529268472
608	0.5292150004
609	0.5291585632
610	0.5290600716
611	0.5289920866
612	0.5289476746
613	0.5289055366
614	0.5288409883
615	0.5287645582
616	0.5286840609
617	0.5285912949
618	0.5285193946
619	0.5284353507
620	0.5283983843
621	0.528352583
622	0.5282712977
623	0.5282043007
624	0.528128441
625	0.5280638657
626	0.5280208473
627	0.5279715572
628	0.5279174156
629	0.5278308146
630	0.5277385704
631	0.5276794289
632	0.5276117383
633	0.5275367076
634	0.527484253
635	0.5274245063
636	0.527348869
637	0.5272044245
638	0.5271455542
639	0.5270623354
640	0.5270187802
641	0.5269739992
642	0.5269102489
643	0.5268367145
644	0.5267851705
645	0.5267296564
646	0.5266706575
647	0.5266040608
648	0.5265671144
649	0.5265371752
650	0.5264618952
651	0.52638169
652	0.5263023882
653	0.5262503137
654	0.5261486004
655	0.5260802776
656	0.5260363842
657	0.5259787058
658	0.5259214988
659	0.5258351389
660	0.5257899856
661	0.525730709
662	0.525664598
663	0.5256089418
664	0.5255160951
665	0.5254108069
666	0.5253382567
667	0.5252935626
668	0.5252519952
669	0.525161742
670	0.5250694077
671	0.5249674945
672	0.5249194122
673	0.524873664
674	0.5248184372
675	0.5247365445
676	0.5675	0.4583677	0.5676	0.458318682
677	0.45825679	0.678	0.45817680	0.679	0.45814681	0.5242691591
682	0.5242128468
683	0.682	0.45800684	0.683	0.45794685	0.684	0.45788686	0.685	0.4578380462
686	0.45777688	0.687	0.45774689	0.688	0.45769690	0.689	0.45765691	0.690	0.45759692	0.5236048096
693	0.5235571102
694693	0.4574210733
694	0.4573421266
695	0.45707542697696	0.45701705698697	0.45694385699	0.5231366162
700	0.5230719355
701700	0.45677592702	0.5229575839
703	0.5229119974
704703	0.45665303705	0.5228041846
706	0.5227685815
707706	0.4565116102
707	0.4564719875
708	0.4564095934
709	0.4563689456
710	0.4563184311
711	0.456286228
712	0.4562442067
713	0.456166992
714	0.4560961918
715	0.4560364766
716	0.4559574782
717	0.455897770719	0.5220413162
720	0.5220140638
721	0.5219422722
722	0.5219023216
723	0.5218472831
7723	0.45549253737724	0.4554640646
725	0.455404111
726	0.4553383156
727	0.455288395
728	0.4552456858
729	0.455202878
730	0.4551366087
731	0.4550823756
732	0.4550349975
733	0.4549864522
734	0.4549345709
735	0.4548796136
736	0.4548469621
737	0.4547804904
738	0.4547299062
739	0.4547016341
740	0.4546351712
741	0.4545528721
742	0.4544860456
743	0.454438391
744	0.4544032363
745	0.4543066044
746	0.4542311603
747	0.4541740201
748	0.4541143953
749	0.4540742676
750	0.4540337245
751	0.4539956069
752	0.4539401347
753	0.4538840296
754	0.4538268979
755	0.4537788043
756	0.4537436031
757	0.4537110708
758	0.4536614394
759	0.4536296287
760	0.4535690469
761	0.4535450246
762	0.453504453
763	0.45341331
764	0.4533343349
765	0.4532930304
766	0.4532637477
767	0.4532478555
768	0.4532028192
769	0.4531674921
770	0.4531173923
771	0.4530602993
772	0.4530159062
773	0.4529307766
774	0.4528691591
775	0.4528176618
776	0.4527612939
777	0.4527247374
778	0.4526741386
779	0.4526368794
780	0.452599427
781	0.4525643905
782	0.4524995515
783	0.4524559019
784	0.4523928059
785	0.4523383288
786	0.4522919085
787	0.4522471978
788	0.4522067523
789	0.4521410694
790	0.452088334
791	0.4520404955
792	0.4519839568
793	0.4519157396
794	0.4518628053
795	0.451825819
796	0.4517720082
797	0.4517179818
798	0.4516315549
799	0.4515941913
800	0.4515494278
801	0.4515082963
802	0.4514776767
803	0.4513883763
804	0.4513411265
805	0.4512836013
806	0.4512350763
807	0.4511971332
808	0.4511563438
809	0.4510317403
810	0.4509799425
811	0.4509196259
812	0.4508761003
813	0.4508252524
814	0.4507476566
815	0.4506929898
816	0.4506176041
817	0.4505893876
818	0.4504826943
819	0.4504319623
820	0.4503953668
821	0.4503626079
822	0.4503254602
823	0.450267635
824	0.4502189643
825	0.4501810845
826	0.4501447095
827	0.4500998887
828	0.4500770994
829	0.4500182548
830	0.449966166
831	0.4498865709
832	0.4498067217
833	0.4497448338
834	0.4497033261
835	0.4496456009
836	0.4495648372
837	0.4495085401
838	0.449454571
839	0.4493721605
840	0.4493288327
841	0.449270903
842	0.4492087532
843	0.4491569351
844	0.4491211221
845	0.4490885058
846	0.4490190839
847	0.4489395842
848	0.448874335
849	0.4488117712
850	0.4487273862
851	0.448704347
852	0.4486359556
853	0.4485995793
854	0.4485495194
855	0.4485088579
856	0.4484614963
857	0.4484364686
858	0.4483915895
859	0.4483483422
860	0.4482627438
861	0.4482390201
862	0.4481869738
863	0.4481252571
864	0.4480525459
865	0.4480288653
866	0.4479797724
867	0.868	0.49172868	0.4478450605
869	0.870	0.49163870	0.871	0.49157871	0.872	0.49150872	0.4476641095
873	0.4475961963
874	0.4475396819
875	0.4475155454
876	0.4474650626
877	0.4474109502
878	0.4473636819
879	0.4473117001
880	0.4472275965
881	0.4471899674
882	0.4471426529
883	0.4471025675
884	0.4470825165
885	0.447030248
886	0.4469812119
887	0.4469226293
888	0.4468760268
889	0.4467968058
890	0.4467657384
891	0.446699321
892	0.4466312567
893	0.44657476128894	0.4465328079896	0.5119967528
897	0.5119119286
898	0.5118577605
899	0.5118247792
900	0.5117752854
901	0.5117104556
902	0.5116589099
903	0.5115614316
904	0.5115190706
905	0.5114935345
906	0.5114553973
907	0.5114042544
908	0.5113565783
909	0.5113080808
910	0.5112562625
911	0.5112082129
912	0.5111670428
913	0.5110944492
914	0.5110648581
915	0.51098801391916	0.51092694916	0.4454298667
917	0.4453715108
918	0.4453312451
919920	0.51073798920	0.4452348832
921	0.4451874153
922	0.4451447007
923	0.4450988581
924	0.4450751206
925	0.4450103494
926	0.4449615123
927	0.4448867772
928	0.4448386335
929	0.444776634
930	0.4447526892
931	0.4447258024
932	0.4447069743
933	0.4446702016
934	0.4446140315
935	0.4445628029
936	0.444522953
937	0.4444838128
938	0.4444128212
939	0.4443660518
940	0.4443101222
941	0.4442770182
942	0.4442279786
943	0.4441978501
944	0.4441514294
945	0.4441131468
946	0.4440769043
947	0.4440474972
948	0.444010023
949	0.4439585898
950	0.4438974989
951	0.4438710259
952	0.4438238119
953	0.4437899877
954	0.4437404066
955	0.4436953801
956	0.4436072978
957	0.4435701931
958	0.4435283735
959	0.4434747892
960	0.4434248516
961	0.4433890719
962	0.4433299368
963	0.4432833447
964	0.4432315133
965	0.4431511348
966	0.4431175911
967	0.4430586198
968	0.4430022473
969	0.4429162226
970	0.4428682277
971	0.4428341875
972	0.4428052666
973	0.4427688531
974	0.4426928523
975	0.4426492726
976	0.442585082
977	0.4425437267
978	0.4424959363
979	0.4424549929
980	0.4424219793
981	0.4423712571
982	0.4422961168
983	0.4422211657
984	0.4421815511
985	0.4421585168
986	0.4421054155
987	0.4420434031
988	0.4419719356
989	0.4419313026
990	0.4418880881
991	0.4418266571
992	0.4417529931
993	0.4416996651
994	0.4416655846
995	0.4416126541
996	0.441553844
997	0.4414748219
998	0.4414129833
999	0.4413493745
353
509
.454118792
