iter	Passed	Remaining
449	42941	52484
450	43061	52418
451	43070	52218
452	43159	52115
453	43244	52007
454	43252	51808
455	43389	51762
456	43464	51644
457	43531	51515
458	43663	51463
459	43783	51397
460	43932	51366
461	44094	51347
462	44179	51240
463	44344	51225
464	44438	51127
465	44648	51163
466	44704	51022
467	44905	51046
468	45030	50983
469	45136	50898
470	45171	50733
471	45180	50540
472	45218	50380
473	45348	50323
474	45355	50130
475	45364	49939
476	45370	49745
477	45378	49555
478	45392	49372
479	45487	49277
480	45600	49202
481	45676	49088
482	45716	48934
483	45722	48745
484	45727	48556
485	45735	48370
486	45742	48184
487	45851	48106
488	46075	48148
489	46220	48106
490	46375	48075
491	46391	47900
492	46612	47936
493	46640	47773
494	46690	47633
495	46697	47450
496	46831	47397
497	46935	47312
498	47025	47213
499	47154	47154
500	47182	46993
501	47193	46817
502	47291	46727
503	47370	46618
504	47425	46486
505	47525	46398
506	47672	46355
507	47680	46178
508	47690	46003
509	47698	45827
510	47706	45652
511	47716	45479
512	47742	45323
513	47793	45190
514	47804	45020
515	47935	44962
516	48078	44916
517	48170	44822
518	48253	44720
519	48369	44649
520	48440	44535
521	48537	44446
522	48635	44357
523	48736	44272
524	48814	44165
525	48893	44059
526	48985	43966
527	49102	43894
528	49249	43849
529	49361	43772
530	49407	43638
531	49465	43514
532	49578	43439
533	49588	43273
534	49602	43112
535	49707	43030
536	49719	42868
537	49733	42708
538	49740	42542
539	49765	42392
540	49885	42324
541	50027	42273
542	50101	42166
543	50224	42100
544	50438	42109
545	50468	41964
546	50475	418548	50481	41470
549	50608	41407
550	50753	41357
551	50844	41265
552	50850	41103
553	50869	40952
554	50984	40879
555	51105	40810
556	51179	40704
557	51382	40701
558	51425	40570
559	51530	40487
560	51625	40398
561	51632	40240
562	51768	40182
563	51874	40101
564	51965	40008
565	51987	39863
566	52098	39785
567	52203	39703
568	52354	39656
569	52471	39583
570	52588	39510
571	52770	39485
572	52831	39370
573	52837	39214
574	52925	39118
575	53009	39021
576	53123	38945
577	53314	38925
578	53332	38778
579	53453	38707
580	53462	38555
581	53470	38402
582	53483	38255
583	53547	38143
584	53682	38082
585	53765	37984
586	53851	37888
587	53983	37825
588	54159	37792
589	54166	37640
590	54215	37519
591	54383	37480
592	54445	37367
593	54504	37253
594	54512	37105
595	54652	37046
596	54674	36907
597	54782	36827
598	54792	36681
599	54803	36535
600599	54902	36601
600	54977	364602601	55076	364603	55093	36120
604	55107	35979
605	55294	35950
606	55435	35891
607	55444	35747
608	55522	35647
609	55595	35544
610	55759	35499
611	55869	35420
612	55922	35305
613	55929	35160
614	55990	35050
615	56001	34910
616	56051	34793
617	56078	34663
618	56170	34573
619	56183	34435
620	56190	34293
621	56233	34174
622	56271	34052
623	56459	34020
624	56681	34008
625	56764	33913
626	56832	33809
627	56841	33670
628	56916	33571
629	56996	33474
630	57195	33446
631	57354	33396
632	57628	33411
633	57745	33335
634	57771	33207
635	57821	33093
636	57923	33008
637	58032	32927
638	58104	32825
639	58274	32779
640	58323	32665
641	58447	32592
642	58519	32490
643	58566	32375
644	58800	32362
645	58868	32259
646	58894	32132
647	58940	32016
648	59000	31909
649	59265	31911
650	59333	31808
651	59406	31707
652	59467	31600
653	59543	31501
654	59580	31382
655	59600	31254
656	59724	31180
657	59853	31109
658	59885	30987
659	60093	30957
660	60301	30926
661	60355	30816
662	60498	30751
663	60811	30772
664	60908	30683
665	61034	30608
666	61123	30515
667	61168	30401
668	61177	30268
669	61193	30140
670	61221	30017
671	61233	29887
672	61331	29799
673	61407	29701
674	61501	29611
675	61524	29488
676675	61722	295677676	61850	295678	61744	29189
679678	62081	293680679	62191	292681	62129	28969
682	62329	28928
683682	62532	290684683	62669	289685684	62828	288686685	62951	28814
686	62999	287688687	63218	286689688	63285	285690689	63401	284691690	63496	283692	63414	28092
693	63421	27963
694693	63633	28057
694	63837	28014
695	63917	279697696	64056	278698697	64124	277699	64047	27449
700	64152	27363
701	64214	27259
702	64307	27168
703	64371	27065
704703	64595	271705	64520	26868
706	64672	26802
707706	64896	26895
707	65101	26849
708	65276	26792
709	65315	26678
710	65602	26665
711	65636	26549
712	65646	26424
713	65758	26340
714	65771	26216
715	65961	26163
716	65979	26042
717	65993	259719	65851	25608
720	66050	25559
721	66186	25484
722	66267	25388
723	66282	25268
724723	66562	253725724	66696	25298
725	66909	25252
726	66998	25159
727	67068	25058
728	67289	25014
729	67371	24918
730	67412	24806
731	67420	24684
732	67429	24561
733	67488	24457
734	67494	24334
735	67639	24262
736	67712	24163
737	67958	24126
738	67997	24015
739	68191	23959
740	68377	23899
741	68602	23853
742	68784	23792
743	68816	23678
744	68933	23594
745	69087	23523
746	69095	23401
747	69131	23290
748	69275	23215
749	69386	23128
750	69530	23053
751	69647	22969
752	69685	22858
753	69800	22772
754	70139	22760
755	70370	22712
756	70510	22634
757	70649	22555
758	70766	22469
759	70828	22366
760	70838	22247
761	70847	22128
762	70988	22050
763	71007	21934
764	71047	21825
765	71055	21706
766	71063	21587
767	71173	21500
768	71187	21384
769	71202	21268
770	71267	21167
771	71301	21058
772	71322	20944
773	71489	20874
774	71572	20779
775	71616	20672
776	71630	20558
777	71640	20442
778	71668	20332
779	71681	20217
780	71840	20144
781	71916	20048
782	72086	19978
783	72124	19871
784	72337	19812
785	72455	19726
786	72562	19638
787	72576	19525
788	72723	19448
789	72739	19335
790	72940	19272
791	73117	19202
792	73243	19118
793	73399	19043
794	73405	18928
795	73553	18850
796	73644	18757
797	73716	18660
798	73791	18563
799	73813	18453
800	73861	18350
801	73908	18246
802	74016	18158
803	74348	18124
804	74403	18023
805	74517	17935
806	74692	17863
807	74878	17792
808	74920	17688
809	74951	17581
810	74957	17468
811	75122	17392
812	75322	17325
813	75600	17274
814	75748	17194
815	75769	17085
816	75774	16972
817	75879	16882
818	75962	16787
819	75999	16682
820	76178	16608
821	76256	16512
822	76393	16429
823	76457	16330
824	76538	16235
825	76622	16140
826	76686	16041
827	76795	15952
828	76991	15881
829	77079	15787
830	77125	15685
831	77361	15621
832	77539	15545
833	77624	15450
834	77742	15362
835	77748	15252
836	77902	15171
837	77926	15064
838	78048	14977
839	78110	14878
840	78240	14792
841	78350	14702
842	78400	14601
843	78436	14497
844	78482	14396
845	78495	14288
846	78507	14181
847	78671	14101
848	78714	13999
849	78723	13892
850	78742	13786
851	78750	13679
852	78757	13572
853	78764	13465
854	78775	13359
855	78856	13265
856	78865	13159
857	78923	13061
858	79088	12981
859	79237	12899
860	79276	12798
861	79487	12725
862	79614	12638
863	79705	12546
864	79728	12443
865	79744	12339
866	79757	12235
867	79793	12134
868	79903	12045
869	79912	11940
870	80072	11859
871	80139	11763
872	80412	11698
873	80542	11611
874	80607	11515
875	80655	11416
876	80731	11322
877	80773	11223
878	80839	11128
879	81076	11055
880	81170	10963
881	81349	10883
882	81370	10781
883	81665	10716
884	81839	10634
885	81921	10540
886	81998	10446
887	82078	10352
888	82112	10252
889	82204	10160
890	82214	10057
891	82229	9956
892	82273	9858
893	82325	9895	894	82338	9896	82534	9477
897	82705	9394
898	82866	9309
899	82968	9218
900	82995	9119
901	83251	9045
902	83373	8955
903	83662	8884
904	83745	8790
905	83823	8696
906	83855	8598
907	83861	8496
908	83925	8401
909	83930	8300
910	84069	8213
911	84237	8128
912	84294	8032
913	84334	7935
914	84385	7839
915	84396	7739
916	84490	7647
917	916	84636	7660
917	84754	7919	84703	7365
920	84713	7266
921	920	84884	7281
921	84996	7190
922	85114	7100
923	85186	7006
924	85498	6932
925	85591	6839
926	85748	6752
927	85851	6660
928	85864	6562
929	85930	6467
930	86056	6377
931	86136	6284
932	86197	6189
933	86265	6095
934	86340	6002
935	86419	5909
936	86424	5810
937	86472	5715
938	86566	5623
939	86622	5529
940	86716	5437
941	86906	5350
942	87014	5259
943	87068	5165
944	87185	5074
945	87279	4982
946	87359	4889
947	87394	4793
948	87459	4700
949	87533	4607
950	87564	4511
951	87643	4418
952	87656	4323
953	87719	4229
954	87815	4137
955	87845	4043
956	87851	3947
957	87857	3851
958	87866	3756
959	87936	3664
960	88011	3571
961	88038	3477
962	88058	3383
963	88072	3289
964	88091	3195
965	88144	3102
966	88160	3008
967	88235	2916
968	88283	2824
969	88296	2730
970	88344	2638
971	88364	2545
972	88428	2453
973	88473	2361
974	88552	2270
975	88594	2178
976	88620	2086
977	88639	1993
978	88663	1901
979	88670	1809
980	88744	1718
981	88750	1626
982	88824	1536
983	88832	1444
984	88871	1353
985	88906	1262
986	88914	1171
987	88917	1079
988	88967	989
989	88970	898
990	88973	808
991	88981	717
992	88984	627
993	88987	537
994	88989	447
995	88994	357
996	88997	267
997	89000	178
998	89003	89
999	89006	0
88526	88
999	88548	0
217	176
998	88240	88
999	88277	0
